"email","leadsource","cost"
"email27000@gmail.com","Direct Apply","0"
"email27001@yahoo.com","MonsterCommunities","23.72"
"email27002@gmail.com","optimalfacebook","49.94"
"email27003@gmail.com","Web","0"
"email27004@gmail.com","optimalfacebook","13.67"
"email27005@gmail.com","DiplomatBanner","48.14"
"email27006@marshall.edu","optimalfacebook","27.05"
"email27007@gmail.com","DiplomatBanner","64.38"
"email27008@yahoo.com","optimalfacebook","18.71"
"email27009@gmail.com","ClassesUSA","60.78"
"email27010@rocketmail.com","search_brand_google","188.5"
"email27011@yahoo.com","Web","0"
"email27012@yahoo.com","facebookcpc","18.84"
"email27013@gmail.com","WorldPoliticsBanner","65.03"
"email27014@gmu.edu","ForeignAffairsBanner","9.45"
"email27015@gmail.com","ForeignAffairsBanner","129.05"
"email27016@live.com","ClassesUSA","48.13"
"email27017@yahoo.com","ClassesUSA","142.55"
"email27018@gmail.com","ForeignAffairsBanner","67.25"
"email27019@gmail.com","facebookcpc","79.13"
"email27020@gmail.com","DiplomatBanner","143.92"
"email27021@yahoo.com","Direct Apply","0"
"email27022@india.com","ForeignAffairsBanner","7.82"
"email27023@gmail.com","ForeignAffairsBanner","30.52"
"email27024@gmail.com","ClassesUSAEQ","32.1"
"email27025@hotmail.com","ForeignAffairsBanner","147.34"
"email27026@prodigy.net.mx","ForeignAffairsBanner","76.77"
"email27027@hotmail.fr","ForeignAffairsBanner","201.6"
"email27028@yahoo.com","DiplomatBanner","65.24"
"email27029@yahoo.com","Direct Apply","0"
"email27030@gmail.com","optimalfacebook","64.45"
"email27031@gmail.com","Web","0"
"email27032@gmail.com","Monster","7.33"
"email27033@gmail.com","Web","0"
"email27034@yahoo.com","ForeignAffairsBanner","23.88"
"email27035@yahoo.com","Web","0"
"email27036@gmail.com","Direct Apply","0"
"email27037@gmail.com","ForeignAffairsBanner","124"
"email27038@gmail.com","Web","0"
"email27039@yahoo.com","Web","0"
"email27040@gmail.com","Direct Apply","0"
"email27041@gmail.com","Web","0"
"email27042@gmail.com","Web","0"
"email27043@gmail.com","LinkedInCPC","33.17"
"email27044@yahoo.com","GradGoal","3.29"
"email27045@yahoo.com","optimalfacebook","149.23"
"email27046@earthlink.net","ClassesUSAEQ","6.8"
"email27047@sbcglobal.net","Direct Apply","0"
"email27048@gmail.com","DiplomatBanner","58.57"
"email27049@buffalo.edu","optimalfacebook","61.91"
"email27050@gmail.com","Web","0"
"email27051@gmail.com","GradGoal","56.39"
"email27052@gmail.com","Web","0"
"email27053@yahoo.com","optimalfacebook","69.97"
"email27054@gmail.com","Unknown","191.57"
"email27055@gmail.com","Web","0"
"email27056@gmail.com","Direct Apply","0"
"email27057@hotmail.com","Web","0"
"email27058@hotmail.com","ppcalinkedin","38.24"
"email27059@hotmail.com","DiplomatBanner","12.09"
"email27060@gmail.com","Unknown","11.41"
"email27061@gmail.com","Web","0"
"email27062@msn.com","ClassesUSA","95.85"
"email27063@yahoo.com","ClassesUSA","60.81"
"email27064@fiu.edu","optimalfacebook","4.75"
"email27065@aol.com","ClassesUSA","134.8"
"email27066@gmail.com","ClassesUSA","25.35"
"email27067@gmail.com","ppcalinkedin","33.97"
"email27068@hotmail.com","ForeignAffairsBanner","28.39"
"email27069@gmail.com","DiplomatBanner","71.78"
"email27070@gmail.com","optimalfacebookintl","8.83"
"email27071@gmail.com","Web","0"
"email27072@yahoo.com","QuinStreet","123.53"
"email27073@midwayisd.org","Web","0"
"email27074@hotmail.com","Web","0"
"email27075@gmail.com","optimalfacebook","100.75"
"email27076@yahoo.com","GradGoal","84.7"
"email27077@marthaobryan.org","optimalfacebook","70.22"
"email27078@sbcglobal.net","optimalfacebook","92.89"
"email27079@aol.com","ClassesUSAEQ","28.44"
"email27080@aol.com","Web","0"
"email27081@gmail.com","QuinStreet","63.48"
"email27082@yahoo.com","MotherJonesEmail","105.17"
"email27083@gmail.com","ForeignAffairsBanner","77.48"
"email27084@aol.com","LinkedInCPC","128.65"
"email27085@hush.com","DiplomatBanner","57.94"
"email27086@yahoo.com","ForeignAffairsBanner","141.58"
"email27087@hotmail.com","ClassesUSA","31.87"
"email27088@gmail.com","MonsterCommunities","3.49"
"email27089@gmail.com","Web","0"
"email27090@yahoo.com","optimalfacebook","0.89"
"email27091@hotmail.com","optimalfacebookintl","28.4"
"email27092@gmail.com","facebookcpc","119.68"
"email27093@verizon.net","GradGoal","76.67"
"email27094@aol.com","ForeignAffairsBanner","84.79"
"email27095@gmail.com","optimalfacebookintl","26.16"
"email27096@callutheran.edu","Direct Apply","0"
"email27097@aol.com","ClassesUSA","83.59"
"email27098@yousq.net","ClassesUSA","58.76"
"email27099@gmail.com","Web","0"
"email27100@hotmail.com","ForeignAffairsBanner","5.72"
"email27101@gmail.com","ppcalinkedin","1.4"
"email27102@hawaii.edu","marinppc","182.43"
"email27103@yahoo.com","WorldPoliticsBanner","25.12"
"email27104@hawaii.edu","Web","0"
"email27105@gmail.com","facebookcpc","5.26"
"email27106@gmail.com","facebookcpc","51.13"
"email27107@valornet.com","optimalfacebook","98.48"
"email27108@hotmail.com","LinkedInCPC","48.57"
"email27109@aol.com","optimalfacebookintl","6.78"
"email27110@yahoo.com","ClassesUSAEQ","92.87"
"email27111@yahoo.com","MonsterCommunities","124.83"
"email27112@yahoo.com","ppcalinkedin","89.08"
"email27113@comcast.net","ClassesUSAEQ","35.9"
"email27114@gmail.com","Web","0"
"email27115@gmail.com","Web","0"
"email27116@gmail.com","optimalfacebookintl","44.96"
"email27117@gmail.com","ForeignAffairsBanner","23.8"
"email27118@msn.com","Web","0"
"email27119@gmail.com","Web","0"
"email27120@yahoo.com","ForeignAffairsBanner","59.88"
"email27121@hotmail.com","toefl","72.83"
"email27122@gmail.com","Web","0"
"email27123@gmail.com","optimalfacebook","87.64"
"email27124@gmail.com","GradGoal","43.49"
"email27125@yahoo.com","Web","0"
"email27126@hotmail.com","Web","0"
"email27127@hotmail.com","ForeignAffairsBanner","66.78"
"email27128@verizon.net","optimalfacebook","71.39"
"email27129@yahoo.com.tr","ForeignAffairsBanner","24.58"
"email27130@gmail.com","optimalfacebook","82.54"
"email27131@gmail.com","GradGoal","153"
"email27132@yahoo.com","ClassesUSA","22.35"
"email27133@gmail.com","Web","0"
"email27134@gmail.com","ppcalinkedin","110.63"
"email27135@sandiego.edu","ppcalinkedin","44.34"
"email27136@rocketmail.com","ClassesUSA","17.17"
"email27137@yahoo.com","ClassesUSA","12.16"
"email27138@us.army.mil","marinppc","244.61"
"email27139@gmail.com","Web","0"
"email27140@allegheny.edu","optimalfacebook","42.8"
"email27141@gmail.com","optimalfacebookintl","54.74"
"email27142@gmail.com","DiplomatBanner","191.39"
"email27143@gmail.com","GradGoal","87.23"
"email27144@yahoo.com","Web","0"
"email27145@yahoo.com","marinppc","117.65"
"email27146@gmail.com","ppcalinkedin","46.39"
"email27147@gmail.com","ppcalinkedin","8.92"
"email27148@clarksna.com","marinppc","68.69"
"email27149@aol.com","AmericanProspectEmail","100.2"
"email27150@gmail.com","Web","0"
"email27151@gmail.com","ForeignAffairsBanner","55.54"
"email27152@gmail.com","CollegeDegrees","43.72"
"email27153@student.evergladesuniversity.edu","CollegeDegrees","20.81"
"email27154@courts.state.ny.us","marinppc","91.13"
"email27155@park.edu","Web","0"
"email27156@gmail.com","marinppc","17.83"
"email27157@aol.com","LifeScriptCoBrandedEmail","72.7"
"email27158@hotmail.com","Web","0"
"email27159@gmail.com","DiplomatBanner","38.66"
"email27160@gmail.com","Web","0"
"email27161@gmail.com","ForeignAffairsBanner","65.29"
"email27162@gmail.com","Web","0"
"email27163@hotmail.com","ForeignAffairsBanner","54.94"
"email27164@forumsec.org.fj","Direct Apply","0"
"email27165@gmail.com","optimalfacebook","41.5"
"email27166@yahoo.com","Web","0"
"email27167@gmail.com","Web","0"
"email27168@yahoo.com","ppcalinkedin","64.04"
"email27169@oberlin.edu","optimalfacebook","8.45"
"email27170@gmail.com","optimalfacebook","57.68"
"email27171@yahoo.com","optimalfacebook","82.27"
"email27172@gmail.com","GradGoal","132.3"
"email27173@hotmail.com","ForeignAffairsBanner","35.28"
"email27174@hotmail.com","GRE","89.05"
"email27175@gmail.com","ClassesUSAEQ","96.05"
"email27176@gmail.com","ForeignAffairsBanner","84.25"
"email27177@gmail.com","Web","0"
"email27178@gmail.com","optimalfacebookintl","148.41"
"email27179@gmail.com","ForeignAffairsBanner","81.62"
"email27180@gmail.com","Unknown","51.4"
"email27181@gmail.com","ClassesUSAEQ","13.5"
"email27182@gmail.cim","Unknown","11.92"
"email27183@zagmail.gonzaga.edu","GRE","56.39"
"email27184@middletonlaw.com","Web","0"
"email27185@live.com","DiplomatBanner","4.87"
"email27186@hotmail.com","ClassesUSA","58.32"
"email27187@gmail.com","ForeignAffairsBanner","57.77"
"email27188@gmail.com","CollegeDegrees","66.56"
"email27189@hotmail.com","Unknown","27.68"
"email27190@gmail.com","Web","0"
"email27191@cjhopper.com","MonsterCommunities","60.73"
"email27192@yahoo.com","WorldPoliticsBanner","85.68"
"email27193@gmail.com","MonsterCommunities","14.39"
"email27194@yahoo.com","ForeignAffairsBanner","35.83"
"email27195@aol.com","Unknown","75.21"
"email27196@hotmail.com","ClassesUSAEQ","174.45"
"email27197@gmail.com","CollegeDegrees","215.18"
"email27198@icloud.com","MonsterCommunities","73.52"
"email27199@gmail.com","MonsterCommunities","116.89"
"email27200@gmail.com","",""
"email27201@yahoo.com","Unknown","47.34"
"email27202@gmaiil.com","marinppc","117.23"
"email27203@hotmail.com","ForeignAffairsBanner","27.42"
"email27204@dusty.tamiu.edu","Unknown","68.77"
"email27205@gmail.com","ClassesUSA","202.66"
"email27206@gmail.com","Direct Apply","0"
"email27207@ministriesofaidesinternational.org","ClassesUSA","44.15"
"email27208@yahoo.com","MonsterCommunities","38.77"
"email27209@yahoo.co.in","DiplomatBanner","28.22"
"email27210@gmail.com","WorldPoliticsBanner","51.64"
"email27211@hotmail.com","ForeignAffairsBanner","192.84"
"email27212@hotmail.com","CollegeDegrees","20.03"
"email27213@yahoo.com","GradGoal","10.84"
"email27214@yahoo.com","Unknown","130.7"
"email27215@yahoo.com","WorldPoliticsBanner","126.57"
"email27216@hotmail.com","GradGoal","46.4"
"email27217@gmail.com","MonsterCommunities","14.19"
"email27218@hotmail.com","Web","0"
"email27219@ymail.com","optimalfacebook","16.71"
"email27220@verizon.net","LifeScriptCoBrandedEmail","47.04"
"email27221@gmail.com","optimalfacebook","32.65"
"email27222@gmail.com","ppcalinkedin","107.37"
"email27223@gmail.com","Web","0"
"email27224@gmail.com","MonsterCommunities","41.81"
"email27225@gmail.com","Web","0"
"email27226@gmail.com","ClassesUSA","146.43"
"email27227@aol.com","ClassesUSA","125.2"
"email27228@yahoo.com","Zinch","25.96"
"email27229@gmail.com","Monster","165.01"
"email27230@gmail.com","Direct Apply","0"
"email27231@gmail.com","WorldPoliticsBanner","64.63"
"email27232@gmail.com","Web","0"
"email27233@yahoo.com","ClassesUSA","80.4"
"email27234@gmail.com","ForeignAffairsBanner","77.14"
"email27235@yahoo.com","ForeignAffairsBanner","5.41"
"email27236@gmail.com","GradGoal","38.63"
"email27237@gmail.com","ClassesUSA","50.18"
"email27238@state.gov","Web","0"
"email27239@hotmail.com","Web","0"
"email27240@jam-media.org","WorldPoliticsBanner","67.48"
"email27241@hotmail.es","toefl","43.5"
"email27242@gmail.com","CollegeDegrees","36.71"
"email27243@sbcglobal.net","CollegeDegrees","64.02"
"email27244@gmail.com","Web","0"
"email27245@gmail.com","ppcalinkedin","68.78"
"email27246@yahoo.it","ppcalinkedin","44.95"
"email27247@yahoo.com","Web","0"
"email27248@yahoo.com","optimalfacebook","15.05"
"email27249@yahoo.com","optimalfacebook","30.66"
"email27250@gmail.com","ForeignAffairsBanner","35.64"
"email27251@uark.edu","Web","0"
"email27252@yahoo.com","QuinStreet","71.42"
"email27253@gmail.com","ForeignAffairsBanner","73.87"
"email27254@gmail.com","ForeignAffairsBanner","40.4"
"email27255@yahoo.co.in","Web","0"
"email27256@gmail.com","ForeignAffairsBanner","12.41"
"email27257@hotmail.com","optimalfacebook","33.69"
"email27258@gmail.com","Unknown","70.49"
"email27259@hotmail.com","Direct Apply","0"
"email27260@gmail.com","ClassesUSA","6.93"
"email27261@yahoo.es","Web","0"
"email27262@gmail.com","ClassesUSA","49.58"
"email27263@gmail.com","QuinStreet","20.36"
"email27264@aol.com","MonsterCommunities","24.5"
"email27265@gmail.com","Unknown","191.46"
"email27266@gmail.com","Web","0"
"email27267@gmail.com","govloopcobrandedemail","9.05"
"email27268@hotmail.com","ForeignAffairsBanner","72.44"
"email27269@yahoo.com.br","ppcalinkedin","8.14"
"email27270@hotmail.it","ppcalinkedin","57.04"
"email27271@comcast.net","ClassesUSAEQ","64.21"
"email27272@yahoo.com","Unknown","163.16"
"email27273@sbcglobal.net","CollegeDegrees","82.55"
"email27274@gmail.com","GradSchoolsCoBrandedEmail","97.63"
"email27275@gmail.com","WorldPoliticsBanner","26.48"
"email27276@aol.com","Web","0"
"email27277@frontier.com","govloopcobrandedemail","2.26"
"email27278@yeah.net","Web","0"
"email27279@me.com","Web","0"
"email27280@gmail.com","Web","0"
"email27281@yahoo.com","MonsterCommunities","59.97"
"email27282@gmail.com","ForeignAffairsBanner","8.73"
"email27283@hotmail.com","optimalfacebookintl","16.55"
"email27284@gmail.com","QuinStreetDTS","135.81"
"email27285@yahoo.com","DiplomatBanner","49.08"
"email27286@gmail.com","Unknown","6.9"
"email27287@gmail.com","optimalfacebook","52.81"
"email27288@gmail.com","Web","0"
"email27289@gmail.com","optimalfacebook","28.59"
"email27290@hotmail.com","GradGoal","60.93"
"email27291@gmail.com","ClassesUSA","63.96"
"email27292@yahoo.com","GradGoal","52.61"
"email27293@yahoo.com","GradSchoolsCoBrandedEmail","26.91"
"email27294@libero.it","ForeignAffairsBanner","119.94"
"email27295@yahoo.com","GradSchoolsCoBrandedEmail","83.82"
"email27296@gmail.com","ppcalinkedin","57.35"
"email27297@bol.com.br","ppcalinkedin","14.12"
"email27298@yahoo.it","Unknown","35.26"
"email27299@yahoo.com","Monster","94.09"
"email27300@gmail.com","CollegeDegrees","39.71"
"email27301@gmail.com","optimalfacebook","71.17"
"email27302@gmail.com","GradSchoolsCoBrandedEmail","60.33"
"email27303@gmail.com","GradSchoolsCoBrandedEmail","40.69"
"email27304@uncg.edu","Web","0"
"email27305@yahoo.com","Web","0"
"email27306@gmail.com","GradSchoolsCoBrandedEmail","7.03"
"email27307@gmail.com","ppcalinkedin","55.98"
"email27308@gmail.com","ForeignAffairsBanner","104.2"
"email27309@cnu.edu","ForeignAffairsBanner","21.35"
"email27310@yahoo.com","ClassesUSA","17.38"
"email27311@yahoo.com","ForeignAffairsBanner","42.54"
"email27312@hotmail.com","ppcalinkedin","28.86"
"email27313@hotmail.com","QuinStreet","97.78"
"email27314@acu.edu","Monster","48.32"
"email27315@gmail.com","GradSchoolsCoBrandedEmail","10.68"
"email27316@ig.com.br","ppcalinkedin","60.31"
"email27317@gmail.com","ForeignAffairsBanner","136.16"
"email27318@yahoo.com","ClassesUSA","4.47"
"email27319@hotmail.com","govloopcobrandedemail","5.21"
"email27320@outlook.com","ForeignAffairsBanner","120.32"
"email27321@hope.edu","Direct Apply","0"
"email27322@hotmail.com","CollegeDegrees","42.88"
"email27323@hotmail.com","govloopcobrandedemail","46.17"
"email27324@hotmail.com","govloopcobrandedemail","4.79"
"email27325@gmail.com","Web","0"
"email27326@yahoo.com","Web","0"
"email27327@gmail.com","Zinch","13.67"
"email27328@gmail.com","AmazonBanner","116.07"
"email27329@hotmail.com","ppcalinkedin","13.19"
"email27330@gmail.com","Web","0"
"email27331@gmail.com","Web","0"
"email27332@aol.com","ClassesUSAEQ","13.58"
"email27333@gmail.com","WorldPoliticsBanner","66.1"
"email27334@gmail.com","Web","0"
"email27335@gmail.com","ppcalinkedin","20.38"
"email27336@gmail.com","optimalfacebook","111.57"
"email27337@yahoo.ca","Unknown","13.99"
"email27338@charleston.k12.sc.us","CollegeDegrees","24.77"
"email27339@yahoo.com","GradGoal","11.59"
"email27340@hotmail.com","ClassesUSA","45.89"
"email27341@gmail.com","Unknown","44.03"
"email27342@gmail.com","Web","0"
"email27343@yahoo.fr","optimalfacebookintl","159.35"
"email27344@uw.edu","optimalfacebook","43.59"
"email27345@gmail.com","ForeignAffairsBanner","64.83"
"email27346@libero.it","ForeignAffairsBanner","106.91"
"email27347@delegamexocde.org","ForeignAffairsBanner","27.9"
"email27348@gmail.com","ppcalinkedin","59.42"
"email27349@gmail.com","DiplomatBanner","89.29"
"email27350@yahoo.fr","GradSchoolsCoBrandedEmail","135.82"
"email27351@cgiar.org","Web","0"
"email27352@hotmail.com","ForeignAffairsBanner","112.69"
"email27353@ymail.com","marinppc","72.74"
"email27354@yahoo.com","MonsterCommunities","78.39"
"email27355@gmail.com","ForeignAffairsBanner","5.37"
"email27356@hotmail.com","Unknown","92.52"
"email27357@aol.com","CollegeDegrees","166.69"
"email27358@caluniversity.edu","MonsterCommunities","61.03"
"email27359@gmail.com","CollegeDegrees","1.28"
"email27360@cox.net","ppcalinkedin","30.36"
"email27361@gmail.com","Web","0"
"email27362@gmail.com","govloopcobrandedemail","39.38"
"email27363@gmail.com","Direct Apply","0"
"email27364@hotmail.com","GradSchoolsCoBrandedEmail","26.49"
"email27365@yahoo.com","GradGoal","5.1"
"email27366@cox.net","Web","0"
"email27367@uol.com.br","ppcalinkedin","5.43"
"email27368@gmail.com","Web","0"
"email27369@gmail.com","WorldPoliticsBanner","37.21"
"email27370@gmail.com","Web","0"
"email27371@gmail.com","ForeignAffairsBanner","84.26"
"email27372@gmail.com","DiplomatBanner","45.06"
"email27373@oecd.org","ppcalinkedin","107.25"
"email27374@gmail.com","TPR","13.76"
"email27375@yahoo.com","Web","0"
"email27376@gmail.com","ClassesUSA","40.26"
"email27377@gmail.com","TPR","94.76"
"email27378@gmail.com","TPR","56.19"
"email27379@hotmail.com","ForeignAffairsBanner","35.48"
"email27380@yahoo.com","Direct Apply","0"
"email27381@bellsouth.net","ClassesUSA","162.41"
"email27382@gmail.com","ClassesUSA","28.2"
"email27383@oi.net.br","ForeignAffairsBanner","1.23"
"email27384@yahoo.de","WorldPoliticsBanner","33.37"
"email27385@gmail.com","Web","0"
"email27386@hotmail.com","optimalfacebookintl","60.57"
"email27387@frcd.org","TPR","115.32"
"email27388@hotmail.com","GradSchoolsCoBrandedEmail","160.11"
"email27389@gmail.com","Web","0"
"email27390@gmail.com","optimalfacebook","37.27"
"email27391@gmail.com","TPR","13.43"
"email27392@fiu.edu","govloopcobrandedemail","35.28"
"email27393@hotmail.com","ForeignAffairsBanner","3.88"
"email27394@gmail.com","Direct Apply","0"
"email27395@yahoo.co.uk","GradSchoolsCoBrandedEmail","16.26"
"email27396@yahoo.com","GRE","60.88"
"email27397@madonna.edu","optimalfacebook","22.38"
"email27398@yahoo.com","GradSchoolsCoBrandedEmail","78.83"
"email27399@gmail.com","Unknown","86.48"
"email27400@gmail.com","govloopcobrandedemail","94.82"
"email27401@hotmail.com","Web","0"
"email27402@aol.com","GradGoal","4.81"
"email27403@nuim.ie","optimalfacebookintl","19.01"
"email27404@hotmail.com","Web","0"
"email27405@gmail.com","TPR","107.81"
"email27406@gmail.com","Unknown","16.93"
"email27407@gmail.com","optimalfacebook","64.13"
"email27408@gmail.com","ClassesUSA","92.12"
"email27409@gmail.com","ForeignAffairsBanner","74.86"
"email27410@hotmail.com","MonsterCommunities","32.64"
"email27411@gmail.com","WorldPoliticsBanner","59.03"
"email27412@gmail.com","Unknown","81.87"
"email27413@gmail.com","marinppc","138.18"
"email27414@gmail.com","Web","0"
"email27415@gmail.com","optimalfacebook","32.39"
"email27416@gmail.com","TPR","115.22"
"email27417@gmail.com","Zinch","32.96"
"email27418@gmail.com","ClassesUSA","54.74"
"email27419@gmail.com","ClassesUSAEQ","16.01"
"email27420@yahoo.com","GradGoal","19.42"
"email27421NA","Military","61.68"
"email27422@hotmail.com","WorldPoliticsBanner","98.98"
"email27423NA","Military","128.84"
"email27424@att.net","ClassesUSAEQ","95.99"
"email27425@gmail.com","ppcalinkedin","46.73"
"email27426@gmail.com","optimalfacebookintl","24.25"
"email27427@gmail.com","ClassesUSA","7.58"
"email27428@gmail.com","TPR","103.89"
"email27429@communityworkforcesolutions.com","Web","0"
"email27430@gmail.com","Web","0"
"email27431@gmail.com","DiplomatBanner","179.92"
"email27432@yandex.ru","Monster","45.85"
"email27433@asu.edu","TPR","78.43"
"email27434@yahoo.com","ForeignAffairsBanner","23.52"
"email27435@gmail.com","ForeignAffairsBanner","167.6"
"email27436@ymail.com","ppcalinkedin","10.62"
"email27437@msn.com","Web","0"
"email27438@hotmail.com","optimalfacebookintl","89"
"email27439@yahoo.com","optimalfacebook","23.85"
"email27440@gmail.com","Monster","0.03"
"email27441@gmail.com","ppcalinkedin","33.23"
"email27442@gmail.com","Web","0"
"email27443@yahoo.com","CollegeDegrees","37.4"
"email27444@gmail.com","Web","0"
"email27445@aol.com","WorldPoliticsBanner","31.03"
"email27446@yahoo.it","ppcalinkedin","35.72"
"email27447@aol.com","WorldPoliticsBanner","96.77"
"email27448@hotmail.com","ForeignAffairsBanner","83.21"
"email27449@yahoo.fr","DiplomatBanner","55.33"
"email27450@gmail.com","marinppc","217.83"
"email27451@yahoo.com","Unknown","24.3"
"email27452@yahoo.com","ForeignAffairsBanner","14.09"
"email27453@ymail.com","marinppc","80.3"
"email27454@clingendael.nl","DiplomatBanner","97.38"
"email27455@outlook.com","CollegeDegrees","26.23"
"email27456@gmail.com","DiplomatBanner","51.4"
"email27457@gmail.com","ForeignAffairsBanner","27.64"
"email27458@hotmail.com","ppcalinkedin","96.56"
"email27459@gmail.com","optimalfacebook","46.64"
"email27460@ymail.com","Unknown","62.66"
"email27461@gmail.com","Web","0"
"email27462@gmail.com","Unknown","54.16"
"email27463@mail.sunyjcc.edu","ForeignAffairsBanner","5.82"
"email27464@yahoo.com","Unknown","31.25"
"email27465@gmail.com","Unknown","116.46"
"email27466@gmx.net","ForeignAffairsBanner","82.92"
"email27467@hotmail.com","GradGoal","17.23"
"email27468@uwalumni.com","marinppc","62.04"
"email27469@gmail.com","Unknown","19.63"
"email27470@yahoo.com","optimalfacebook","21.81"
"email27471@yahoo.com","DiplomatBanner","13.09"
"email27472@mjamil.com","ForeignAffairsBanner","46.58"
"email27473@yahoo.com","optimalfacebook","210.04"
"email27474@gmail.com","CollegeDegrees","87.08"
"email27475@gmail.com","CollegeDegrees","59.5"
"email27476@gmail.com","Unknown","17.39"
"email27477@hotmail.fr","optimalfacebookintl","22.23"
"email27478@yahoo.com","Unknown","40.93"
"email27479@yahoo.com","ForeignAffairsBanner","143.77"
"email27480@gmail.com","ForeignAffairsBanner","68.79"
"email27481@gmail.com","DiplomatBanner","61.88"
"email27482@yahoo.com","govloopcobrandedemail","19.34"
"email27483@gmail.com","Web","0"
"email27484@hotmail.com","GradSchoolsCoBrandedEmail","37.65"
"email27485@webster.edu","ForeignAffairsBanner","10.45"
"email27486@gmail.com","Direct Apply","0"
"email27487@mail.mcgill.ca","Direct Apply","0"
"email27488@medline.com","Web","0"
"email27489@gmail.com","optimalfacebook","27.3"
"email27490@aol.com","CollegeDegrees","81.26"
"email27491@catamount.wcu.edu","optimalfacebook","115.89"
"email27492@msn.com","ClassesUSA","212.49"
"email27493@gmail.com","ppcalinkedin","7.49"
"email27494@gmail.com","ppcalinkedin","37.98"
"email27495@un.org","",""
"email27496@yahoo.com","ppcalinkedin","115.75"
"email27497@yahoo.com","Unknown","61.56"
"email27498@gmail.com","ppcalinkedin","139.83"
"email27499@aol.com","ClassesUSAEQ","33.31"
"email27500@baylor.edu","DiplomatBanner","80.75"
"email27501@yahoo.com","ClassesUSAEQ","13.85"
"email27502@me.com","Web","0"
"email27503@gmail.com","Unknown","7.54"
"email27504@gmail.com","optimalfacebook","72.86"
"email27505@gmail.com","Web","0"
"email27506@yahoo.com","GradSchoolsCoBrandedEmail","1.48"
"email27507@albion.edu","optimalfacebook","64.68"
"email27508@gmail.com","GradGoal","154.97"
"email27509@tibco.com","ppcalinkedin","78.38"
"email27510@gmail.com","Web","0"
"email27511@yahoo.com","optimalfacebook","8.27"
"email27512@yahoo.com","Web","0"
"email27513@yahoo.com","optimalfacebook","61.16"
"email27514@hotmail.com","CollegeDegrees","48.11"
"email27515@gmail.com","WorldPoliticsBanner","86"
"email27516@hotmail.com","optimalfacebookintl","89.65"
"email27517@student.gsu.edu","optimalfacebook","124.37"
"email27518@gmail.com","ForeignAffairsBanner","82.47"
"email27519@gmail.com","Unknown","40.51"
"email27520@aol.com","DiplomatBanner","23.24"
"email27521@gmail.com","Web","0"
"email27522@gmail.com","ForeignAffairsBanner","151.76"
"email27523@hotmail.com","optimalfacebookintl","48.91"
"email27524@mail.ru","CollegeDegrees","59.02"
"email27525@mildenhall.af.mil","Web","0"
"email27526@aol.com","MonsterCommunities","170.23"
"email27527@gmail.com","Web","0"
"email27528@yahoo.com","ForeignAffairsBanner","108.84"
"email27529@gmail.com","ForeignAffairsBanner","103.29"
"email27530@gmail.com","Direct Apply","0"
"email27531@state.gov","Web","0"
"email27532@gmail.com","Web","0"
"email27533@gmail.com","CollegeDegrees","23.66"
"email27534@geraldine-allien.de","ForeignAffairsBanner","148.16"
"email27535@comporium.net","AmazonBanner","107.57"
"email27536@live.com","Web","0"
"email27537@gmail.com","Web","0"
"email27538@pfizer.com","Unknown","18.2"
"email27539@yahoo.com","GradGoal","18.89"
"email27540@hotmail.com.br","DiplomatBanner","8.35"
"email27541@comcast.net","CollegeDegrees","94.56"
"email27542@gmail.com","ForeignAffairsBanner","101.49"
"email27543@hotmail.com","optimalfacebook","114.69"
"email27544@hotmail.com","Web","0"
"email27545@ttmail.com","WorldPoliticsBanner","90.56"
"email27546@ig.com.br","Unknown","19.04"
"email27547@gmail.com","GradGoal","79.61"
"email27548@gmail.com","Direct Apply","0"
"email27549@outlook.com","ppcalinkedin","130.12"
"email27550@gmail.com","ppcalinkedin","68.5"
"email27551@gmail.com","ForeignAffairsBanner","168.07"
"email27552@gmail.com","Unknown","52.01"
"email27553@gmail.com","ppcalinkedin","16.43"
"email27554@gmail.com","ForeignAffairsBanner","91.39"
"email27555@gmail.com","DiplomatBanner","2.64"
"email27556@gmail.com","ForeignAffairsBanner","12.03"
"email27557@gmail.com","ClassesUSA","106.19"
"email27558@gmail.com","Unknown","81.25"
"email27559@gmail.com","ClassesUSA","1.11"
"email27560@aol.com","ClassesUSA","64.81"
"email27561@aol.com","optimalfacebook","99.5"
"email27562@hotmail.com","ForeignAffairsBanner","24.78"
"email27563@gmail.com","Unknown","13.75"
"email27564@yahoo.com","WorldPoliticsBanner","53.82"
"email27565@gmail.com","ppcalinkedin","122.1"
"email27566@gmail.com","WorldPoliticsBanner","24.09"
"email27567@gmail.com","Unknown","38.38"
"email27568@mail.ru","GradSchoolsCoBrandedEmail","39.77"
"email27569@gmail.com","GradGoal","61.29"
"email27570@ymail.com","Unknown","6.64"
"email27571@aol.com","Monster","32.74"
"email27572@my.ccsu.edu","GRE","93.36"
"email27573@gmail.com","CollegeDegrees","36.76"
"email27574@gmail.com","WorldPoliticsBanner","147.34"
"email27575@aol.com","AmazonBanner","39.56"
"email27576@gmail.com","optimalfacebook","136.22"
"email27577@yahoo.com","WorldPoliticsBanner","26.63"
"email27578@msn.com","Monster","92.62"
"email27579@gmail.com","ppcalinkedin","13.49"
"email27580@yahoo.com","ForeignAffairsBanner","18.61"
"email27581@gmail.com","GradGoal","15.02"
"email27582@live.com","optimalfacebook","46.04"
"email27583@hotmail.com","ForeignAffairsBanner","95.25"
